sentence_id,sentence,entities,chapter
126,And we 've got to find him .,"[{""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
127,"What do you mean when you say there 's no use looking for him ? ""","[{""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
128,""" The reason there 's no use looking , "" said Mr. Beaver , "" is that we know already where he 's gone ! ""","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
129,Everyone stared in amazement .,[],8
130,""" Do n't you understand ? "" said Mr. Beaver .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
131,""" He 's gone to _her_ , to the White Witch .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""the White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
132,"He has betrayed us all . ""","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
133,""" Oh surely -- oh really ! "" said Susan , "" he ca n't have done that . ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
134,""" Ca n't he ? "" said Mr. Beaver looking very hard at the three children , and everything they wanted to say died on their lips for each felt suddenly quite certain inside that this was exactly what Edmund had done .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the three children"", ""canonical"": ""the children"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
135,""" But will he know the way ? "" said Peter .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
136,""" Has he been in this country before ? "" asked Mr. Beaver , "" has he ever been here alone ? ""","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
137,""" Yes , "" said Lucy almost in a whisper , "" I 'm afraid he has . ""","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
138,""" And did he tell you what he 'd done or who he 'd met ? ""","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
139,""" Well , no , he did n't , "" said Peter .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
140,""" Then mark my words , "" said Mr. Beaver , "" he has already met the White Witch and joined her side , and been told where she lives .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""the White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
141,I did n't like to mention it before ( he being your brother and all ) but the moment I set eyes on that brother of yours I said to myself ' Treacherous .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
142,' He had the look of one who has been with the Witch and eaten her food .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
143,"You can always tell them if you 've lived long in Narnia , something about their eyes . """,[],8
144,""" All the same , "" said Peter in a rather choking sort of voice , "" we 'll still have to go and look for him .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
145,"He is our brother after all , even if he is rather a little beast , and he 's only a kid . ""","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
146,""" Go to the Witch 's house ? "" said Mrs. Beaver .","[{""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
147,""" Do n't you see that the only chance of saving either him or yourselves is to keep away from her ? ""","[{""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
148,""" How do you mean ? "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
149,""" Why all she wants is to get all four of you ( she 's thinking all the time of those four thrones at Cair Paravel ) .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_THOUGHT""}]",8
150,Once you were all four inside her house her job would be done -- and there 'd be four new statues in her collection before you 'd had time to speak .,"[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
151,"But she 'll keep him alive as long as he 's the only one she 's got , because she 'll want to use him as a decoy ; as bait to catch the rest of you with . ""","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
152,""" Oh , can _no_ one help us ? "" wailed Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
153,""" Only Aslan , "" said Mr. Beaver , "" we must go on and meet him .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
154,"That 's our only chance now . """,[],8
155,""" It seems to me , my dears , "" said Mrs. Beaver , "" that it is very important to know just _when_ he slipped away .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
156,How much he can tell her depends on how much he heard .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
157,"For instance , had we started talking of Aslan before he left ?","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",8
158,"If not , then we may do very well , for she wo n't know that Aslan has come to Narnia , or that we are meeting him and will be quite off her guard as far as _that_ is concerned . ""","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
159,""" I do n't remember his being here when we were talking about Aslan -- "" began Peter , but Lucy interrupted him .","[{""text"": ""his"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",8
160,""" Oh yes , he was , "" she said miserably ; "" do n't you remember , it was he who asked whether the Witch could n't turn Aslan into stone too ? ""","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
161,""" So he did , by Jove , "" said Peter , "" just the sort of thing he would say , too ! ""","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
162,""" Worse and worse , "" said Mr. Beaver , "" and the next thing is this .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
163,"Was he still here when I told you that the place for meeting Aslan was the Stone Table ? ""","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
164,And of course no one knew the answer to this question .,[],8
165,""" Because , if he was , "" continued Mr. Beaver , "" then she 'll simply sledge down in that direction and get between us and the Stone Table and catch us on our way down .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
166,"In fact we shall be cut off from Aslan . ""","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
167,""" But that is n't what she 'll do first , "" said Mrs. Beaver , "" not if I know her .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
168,"The moment that Edmund tells her that we 're all here she 'll set out to catch us this very night , and if he 's been gone about half an hour , she 'll be here in about another twenty minutes . ""","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
169,""" You 're right , Mrs. Beaver , "" said her husband , "" we must all get away from here .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ADDRESSED""}, {""text"": ""her husband"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
170,"There 's not a moment to lose . """,[],8
1,And now of course you want to know what had happened to Edmund .,"[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]",9
2,"He had eaten his share of the dinner , but he had n't really enjoyed it because he was thinking all the time about Turkish Delight -- and there 's nothing that spoils the taste of good ordinary food half so much as the memory of bad magic food .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
3,"And he had heard the conversation and had n't enjoyed it much either , because he kept on thinking that the others were taking no notice of him and trying to give him the cold shoulder .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
4,"They were n't , but he imagined it .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
5,And then he had listened until Mr. Beaver told them about Aslan and until he had heard the whole arrangement for meeting Aslan at the Stone Table .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",9
6,It was then that he began very quietly to edge himself under the curtain which hung over the door .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
7,For the mention of Aslan gave him a mysterious and horrible feeling just as it gave the others a mysterious and lovely feeling .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
8,"Just as Mr. Beaver had been repeating the rhyme about _Adam 's flesh and Adam 's bone_ Edmund had been very quietly turning the door handle ; and just before Mr. Beaver had begun telling them that the White Witch was n't really human at all but half a Jinn and half a giantess , Edmund had got outside into the snow and cautiously closed the door behind him .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",9
9,You must n't think that even now Edmund was quite so bad that he actually wanted his brother and sisters to be turned into stone .,"[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
10,He did want Turkish Delight and to be a Prince ( and later a King ) and to pay Peter out for calling him a beast .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""MENTIONED_ONLY""}]",9
11,"As for what the Witch would do with the others , he did n't want her to be particularly nice to them -- certainly not to put them on the same level as himself -- but he managed to believe , or to pretend he believed , that she would n't do anything very bad to them , "" Because , "" he said to himself , "" all these people who say nasty things about her are her enemies and probably half of it is n't true .","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",9
12,"She was jolly nice to me , anyway , much nicer than they are .","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""me"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",9
13,I expect she is the rightful Queen really .,"[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""I"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",9
14,"Anyway , she 'll be better than that awful Aslan ! ""","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",9
15,"At least , that was the excuse he made in his own mind for what he was doing .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
16,"It was n't a very good excuse , however , for deep down inside him he really knew that the White Witch was bad and cruel .","[{""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",9
17,"The first thing he realised when he got outside and found the snow falling all around him , was that he had left his coat behind in the Beavers ' house .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
18,And of course there was no chance of going back to get it now .,[],9
19,"The next thing he realised was that the daylight was almost gone , for it had been nearly three o'clock when they sat down to dinner and the winter days were short .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
20,He had n't reckoned on this ; but he had to make the best of it .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
21,So he turned up his collar and shuffled across the top of the dam ( luckily it was n't so slippery since the snow had fallen ) to the far side of the river .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
22,It was pretty bad when he reached the far side .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
23,It was growing darker every minute and what with that and the snowflakes swirling all round him he could hardly see three feet ahead .,"[{""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
24,And then too there was no road .,[],9
25,"He kept slipping into deep drifts of snow , and skidding on frozen puddles , and tripping over fallen tree - trunks , and sliding down steep banks , and barking his shins against rocks , till he was wet and cold and bruised all over .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
26,The silence and the loneliness were dreadful .,[],9
27,"In fact I really think he might have given up the whole plan and gone back and owned up and made friends with the others , if he had n't happened to say to himself , "" When I 'm King of Narnia the first thing I shall do will be to make some decent roads . ""","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",9
28,And of course that set him off thinking about being a King and all the other things he would do and this cheered him up a good deal .,"[{""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
29,"He had just settled in his mind what sort of palace he would have and how many cars and all about his private cinema and where the principal railways would run and what laws he would make against beavers and dams and was putting the finishing touches to some schemes for keeping Peter in his place , when the weather changed .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""MENTIONED_ONLY""}]",9
30,First the snow stopped .,[],9
31,Then a wind sprang up and it became freezing cold .,[],9
32,"Finally , the clouds rolled away and the moon came out .",[],9
33,"It was a full moon and , shining on all that snow , it made everything almost as bright as day -- only the shadows were rather confusing .",[],9
34,He would never have found his way if the moon had n't come out by the time he got to the other river -- you remember he had seen ( when they first arrived at the Beavers ' ) a smaller river flowing into the great one lower down .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
35,He now reached this and turned to follow it up .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
36,"But the little valley down which it came was much steeper and rockier than the one he had just left and much overgrown with bushes , so that he could not have managed it at all in the dark .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
37,"Even as it was , he got wet through for he had to stoop to go under branches and great loads of snow came sliding off on to his back .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
38,And every time this happened he thought more and more how he hated Peter -- just as if all this had been Peter 's fault .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""MENTIONED_ONLY""}]",9
39,But at last he came to a part where it was more level and the valley opened out .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
40,"And there , on the other side of the river , quite close to him , in the middle of a little plain between two hills , he saw what must be the White Witch 's house .","[{""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",9
41,And the moon was shining brighter than ever .,[],9
42,The house was really a small castle .,[],9
43,"It seemed to be all towers ; little towers with long pointed spires on them , sharp as needles .",[],9
44,They looked like huge dunce 's caps or sorcerer 's caps .,[],9
45,And they shone in the moonlight and their long shadows looked strange on the snow !,[],9
46,Edmund began to be afraid of the house .,"[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
47,But it was too late to think of turning back now .,[],9
48,He crossed the river on the ice and walked up to the house .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
49,There was nothing stirring ; not the slightest sound anywhere .,[],9
50,Even his own feet made no noise on the deep newly fallen snow .,"[{""text"": ""his"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
51,"He walked on and on , past corner after corner of the house , and past turret after turret to find the door .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
52,He had to go right round to the far side before he found it .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
53,It was a huge arch but the great iron gates stood wide open .,[],9
54,"Edmund crept up to the arch and looked inside into the courtyard , and there he saw a sight that nearly made his heart stop beating .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
55,"Just inside the gate , with the moonlight shining on it , stood an enormous lion crouched as if it was ready to spring .",[],9
56,"And Edmund stood in the shadow of the arch , afraid to go on and afraid to go back , with his knees knocking together .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
57,He stood there so long that his teeth would have been chattering with cold even if they had not been chattering with fear .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
58,"How long this really lasted I do n't know , but it seemed to Edmund to last for hours .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
59,Then at last he began to wonder why the lion was standing so still -- for it had n't moved one inch since he first set eyes on it .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
60,"Edmund now ventured a little nearer , still keeping in the shadow of the arch as much as he could .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
61,He now saw from the way the lion was standing that it could n't have been looking at him at all .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
62,"( "" But supposing it turns its head ? "" thought Edmund . )","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
63,In fact it was staring at something else -- namely a little dwarf who stood with his back to it about four feet away .,"[{""text"": ""dwarf"", ""canonical"": ""Dwarf"", ""label"": ""MENTIONED_ONLY""}]",9
64,""" Aha ! "" thought Edmund .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
65,""" When it springs at the dwarf then will be my chance to escape . ""","[{""text"": ""dwarf"", ""canonical"": ""Dwarf"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""my"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
66,"But still the lion never moved , nor did the dwarf .","[{""text"": ""dwarf"", ""canonical"": ""Dwarf"", ""label"": ""MENTIONED_ONLY""}]",9
67,And now at last Edmund remembered what the others had said about the White Witch turning people into stone .,"[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",9
68,Perhaps this was only a stone lion .,[],9
69,And as soon as he had thought of that he noticed that the lion 's back and the top of its head were covered with snow .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
70,Of course it must be only a statue !,[],9
71,No living animal would have let itself get covered with snow .,[],9
72,"Then very slowly and with his heart beating as if it would burst , Edmund ventured to go up to the lion .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
73,"Even now he hardly dared to touch it , but at last he put out his hand , very quickly , and did .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
74,It was cold stone .,[],9
75,He had been frightened of a mere statue !,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
76,"The relief which Edmund felt was so great that in spite of the cold he suddenly got warm all over right down to his toes , and at the same time there came into his head what seemed a perfectly lovely idea .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
77,""" Probably , "" he thought , "" this is the great Lion Aslan that they were all talking about .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",9
78,She 's caught him already and turned him into stone .,"[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",9
79,So _that's_ the end of all their fine ideas about him !,"[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",9
80,Pooh !,[],9
81,"Who 's afraid of Aslan ? ""","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",9
82,"And he stood there gloating over the stone lion , and presently he did something very silly and childish .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
83,He took a stump of lead pencil out of his pocket and scribbled a moustache on the lion 's upper lip and then a pair of spectacles on its eyes .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
84,"Then he said , "" Yah !","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",9
85,Silly old Aslan !,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}]",9
86,How do you like being a stone ?,[],9
87,"You thought yourself mighty fine , did n't you ? """,[],9
88,"But in spite of the scribbles on it the face of the great stone beast still looked so terrible , and sad , and noble , staring up in the moonlight that Edmund did n't really get any fun out of jeering at it .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
89,He turned away and began to cross the courtyard .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
90,As he got into the middle of it he saw that there were dozens of statues all about -- standing here and there rather as the pieces stand on a chess board when it is half way through the game .,"[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",9
91,"There were stone satyrs , and stone wolves , and bears and foxes and cat - a-mountains of stone .",[],9
92,There were lovely stone shapes that looked like women but who were really the spirits of trees .,[],9
93,There was the great shape of a centaur and a winged horse and a long lithe creature that Edmund took to be a dragon .,"[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",9
